City,Region,Country,AirQuality,WaterPollution
Monza, Lombardy,Italy,42.85714285714286,50.0
Varese, Lombardy,Italy,50.0,33.333333333333336
Indianapolis, Indiana,United States of America,67.44186046511628,50.6578947368421
Avignon, ,France,57.14285714285714,66.66666666666666
Montpellier, ,France,71.66666666666667,29.54545454545454
Antalya, Antalya Province,Turkey,67.1875,41.07142857142857
Varna, Varna Province,Bulgaria,40.10416666666667,48.888888888888886
Burgas, Burgas Province,Bulgaria,46.42857142857143,46.73913043478261
Vicenza, Veneto,Italy,45.0,47.5
Orleans, ,France,83.33333333333333,50.0
Irkutsk, Irkutsk Oblast,Russia,53.125,37.5
Gorizia, Friuli-Venezia Giulia,Italy,90.0,25.0
Strasbourg, ,France,68.0,47.36842105263158
Yakutsk, Sakha Republic,Russia,58.333333333333336,87.5
Poitiers, ,France,87.5,50.0
Pokhara, ,Nepal,65.47619047619048,71.42857142857143
Lalitpur, Bagmati,Nepal,20.454545454545453,65.0
Perpignan, ,France,95.0,50.0
Livorno, Tuscany,Italy,55.55555555555556,62.5
Herzogenrath, North Rhine-Westphalia,Germany,75.0,50.0
Blagoveshchensk, Amur Oblast,Russia,25.0,25.0
Hof, Bavaria,Germany,75.0,50.0
Dijon, ,France,87.5,12.5
Lugano, Ticino,Switzerland,67.85714285714286,12.5
Nordhausen, Thuringia,Germany,100.0,50.0
Brühl, North Rhine-Westphalia,Germany,75.0,50.0
Girona, Catalonia,Spain,100.0,0.0
Amberg, Bavaria,Germany,100.0,50.0
Bad Kreuznach, Rhineland-Palatinate,Germany,100.0,50.0
Padang, West Sumatra,Indonesia,68.75,25.0
Sevastopol, ,Ukraine,75.0,56.25
Lutsk, Volyn Oblast,Ukraine,54.16666666666666,58.333333333333336
Yogyakarta City, Special Region of Yogyakarta,Indonesia,45.65217391304349,57.29166666666666
Jambi, Jambi,Indonesia,87.5,12.5
Pekanbaru, Riau,Indonesia,80.0,25.0
Yuzhno-Sakhalinsk, Sakhalin Oblast,Russia,8.333333333333332,75.0
Toulouse, ,France,61.29032258064516,39.42307692307692
Casablanca, Casablanca-Settat,Morocco,22.67441860465117,60.57692307692307
Palembang, South Sumatra,Indonesia,75.0,0.0
Bandar Lampung, Lampung,Indonesia,62.5,40.0
Biratnagar, Province No. 1,Nepal,40.0,50.0
Dharan, Province No. 1,Nepal,75.0,50.0
Valladolid, Castile and Leon,Spain,70.0,41.66666666666667
Ostrava, ,Czech Republic,28.846153846153843,25.0
Terni, Umbria,Italy,42.5,50.0
Miami, Florida,United States of America,70.2020202020202,47.36842105263158
Karachi, Sindh,Pakistan,21.96969696969697,83.11170212765957
Lagos, Lagos,Nigeria,20.60810810810811,80.51470588235294
Rio de Janeiro, Rio de Janeiro,Brazil,46.81208053691275,77.24137931034483
Seoul, ,South Korea,33.76288659793815,36.452513966480446
Shanghai, ,People's Republic of China,25.0,67.58474576271186
Bilbao, Basque Autonomous Community,Spain,70.0,26.315789473684216
Seville, Andalusia,Spain,57.14285714285714,23.809523809523807
Vigo, Galicia,Spain,86.45833333333333,21.250000000000004
Granada, Andalusia,Spain,58.92857142857143,14.285714285714285
Valencia, Community of Valencia,Spain,59.65909090909091,38.41463414634146
Palma, Balearic Islands,Spain,75.0,36.66666666666667
Malaga, Andalusia,Spain,75.0,30.55555555555556
Las Pinas, Metro Manila,Philippines,33.333333333333336,75.0
Malabon, Metro Manila,Philippines,25.0,50.0
Cancun, Quintana Roo,Mexico,75.0,55.00000000000001
Schaffhausen, Canton of Schaffhausen,Switzerland,87.5,18.75
Guadalajara, Jalisco,Mexico,43.07692307692308,64.54545454545455
Mandaluyong, Metro Manila,Philippines,12.5,82.5
Winterthur, Canton of Zurich,Switzerland,91.66666666666669,0.0
Baku, ,Azerbaijan,29.89690721649485,69.0217391304348
Thimphu, Thimphu District,Bhutan,44.642857142857146,60.0
Bandar Seri Begawan, Brunei-Muara District,Brunei,82.95454545454545,48.86363636363637
Dili, Dili municipality,Timor-Leste,59.375,62.5
Vientiane, Vientiane Prefecture,Laos,23.484848484848484,73.33333333333334
Male, Kaafu Atoll,Maldives,35.57692307692308,87.5
Bishkek, ,Kyrgyzstan,18.571428571428573,45.96774193548387
Dushanbe, ,Tajikistan,41.66666666666667,61.11111111111112
Burgos, Castile and Leon,Spain,100.0,33.333333333333336
Erode, Tamil Nadu,India,50.0,61.11111111111112
Salem, Tamil Nadu,India,48.80952380952381,64.28571428571428
Coimbatore, Tamil Nadu,India,50.0,65.74074074074075
Mysore, Karnataka,India,51.5625,62.5
Batam, Riau Islands,Indonesia,56.25,50.0
Tanjung Pinang, Riau Islands,Indonesia,0.0,25.0
Cilegon, Banten,Indonesia,50.0,50.0
Tangerang, Banten,Indonesia,45.45454545454545,52.27272727272727
Pamplona, Navarre,Spain,100.0,0.0
Bandung, West Java,Indonesia,40.38461538461539,61.70212765957447
Bogor, West Java,Indonesia,67.3076923076923,52.083333333333336
Cimahi, West Java,Indonesia,58.333333333333336,33.333333333333336
Depok, West Java,Indonesia,8.333333333333332,91.66666666666669
Almeria, Andalusia,Spain,75.0,43.75
Elche, Community of Valencia,Spain,85.0,41.66666666666667
Saskatoon, Saskatchewan,Canada,74.32432432432432,29.6875
Belfast, Northern Ireland,United Kingdom,76.35135135135135,22.72727272727273
Cardiff, Wales,United Kingdom,70.0,20.454545454545453
Georgetown, Demerara-Mahaica,Guyana,51.31578947368421,83.33333333333333
Montecchio, Umbria,Italy,87.5,50.0
Magelang, Central Java,Indonesia,100.0,0.0
Salatiga, Central Java,Indonesia,83.33333333333333,37.5
Semarang, Central Java,Indonesia,55.55555555555556,47.5
Lugo, Galicia,Spain,100.0,50.0
Sarajevo, Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,25.0,44.01041666666667
Butwal, ,Nepal,75.0,53.125
Hetauda, Bagmati,Nepal,53.57142857142857,83.33333333333333
Kediri, East Java,Indonesia,75.0,0.0
Madiun, East Java,Indonesia,100.0,6.25
Malang, East Java,Indonesia,77.17391304347827,34.78260869565217
Mojokerto, East Java,Indonesia,100.0,0.0
Surabaya, East Java,Indonesia,49.43181818181818,57.77777777777777
Denpasar, Bali,Indonesia,33.69565217391305,60.22727272727273
Darwin, Northern Territory,Australia,84.65909090909092,26.923076923076923
Tulcea, Tulcea County,Romania,80.0,29.166666666666664
Siem Reap, Siem Reap Province,Cambodia,60.0,95.0
Shenyang, Liaoning,People's Republic of China,6.25,76.5625
Chongqing, ,People's Republic of China,30.0,63.74999999999999
Tianjin, ,People's Republic of China,16.346153846153843,75.0
Lahore, Punjab,Pakistan,23.414634146341463,75.51546391752578
Wuhan, Hubei,People's Republic of China,14.814814814814811,72.72727272727273
Nagoya, Aichi Prefecture,Japan,76.25,37.5
Rajkot, Gujarat,India,43.604651162790695,58.10810810810811
Zvolen, Banska Bystrica Region,Slovakia,87.5,50.0
Vadodara, Gujarat,India,43.45794392523364,65.9090909090909
Gandhinagar, Gujarat,India,87.90322580645162,50.0
Alicante, Community of Valencia,Spain,80.68181818181819,40.625
Tychy, Silesian Voivodeship,Poland,22.5,43.75
Nantes, ,France,72.61904761904762,20.588235294117645
Brest, ,France,79.54545454545455,35.714285714285715
Murcia, Region of Murcia,Spain,68.18181818181819,32.14285714285714
Huelva, Andalusia,Spain,40.0,50.0
Sabadell, Catalonia,Spain,50.0,0.0
Gijon, Asturias,Spain,50.0,25.0
Jerez de la Frontera, Andalusia,Spain,67.85714285714286,25.0
Pontevedra, Galicia,Spain,96.42857142857144,16.666666666666668
Detroit, Michigan,United States of America,51.21951219512195,52.083333333333336
Lokeren, Flemish Region,Belgium,75.0,50.0
Majuro, ,Marshall Islands,43.75,91.66666666666669
Bruges, Flemish Region,Belgium,82.5,30.0
Curico, Maule Region,Chile,25.0,50.0
Sint-Niklaas, Flemish Region,Belgium,25.0,50.0
Macerata, Marche,Italy,93.75,8.333333333333332
La Linea de la Concepcion, Andalusia,Spain,37.5,75.0
Ronda, Andalusia,Spain,100.0,0.0
Krk, Primorje-Gorski Kotar County,Croatia,50.0,50.0
Graz, Styria,Austria,53.333333333333336,21.15384615384616
Savona, Liguria,Italy,66.66666666666666,62.5
Piacenza, Emilia-Romagna,Italy,62.5,50.0
Ferrara, Emilia-Romagna,Italy,39.285714285714285,50.0
Ravenna, Emilia-Romagna,Italy,64.28571428571428,16.666666666666668
Forli, Emilia-Romagna,Italy,58.333333333333336,100.0
Rimini, Emilia-Romagna,Italy,75.0,62.5
Lucca, Tuscany,Italy,66.66666666666666,37.5
Pisa, Tuscany,Italy,53.125,37.5
Prato, Tuscany,Italy,50.0,50.0
Lecce, Apulia,Italy,71.66666666666667,47.72727272727273
Latina, Lazio,Italy,70.83333333333334,62.5
Foggia, Apulia,Italy,62.5,81.25
Barletta, Apulia,Italy,65.0,75.0
Brindisi, Apulia,Italy,35.0,58.333333333333336
Taranto, Apulia,Italy,75.0,50.0
Sassari, Sardinia,Italy,71.875,43.75
Olbia, Sardinia,Italy,87.5,50.0
Messina, Sicily,Italy,75.0,12.5
Syracuse, Sicily,Italy,59.375,75.0
Agrigento, Sicily,Italy,75.0,50.0
Tartu, Tartu County,Estonia,92.5925925925926,11.956521739130432
Banjarmasin, South Kalimantan,Indonesia,100.0,0.0
Aarau, Canton Aargau,Switzerland,87.5,0.0
Palangkaraya, Central Kalimantan,Indonesia,100.0,0.0
Huasco, Atacama Region,Chile,87.5,50.0
Iquique, Tarapaca Region,Chile,40.0,50.0
La Serena, Coquimbo Region,Chile,50.0,62.5
Balikpapan, East Kalimantan,Indonesia,72.22222222222221,38.88888888888889
Linares, Maule Region,Chile,0.0,50.0
Samarinda, East Kalimantan,Indonesia,87.5,0.0
Makassar, South Sulawesi,Indonesia,50.0,45.0
Aviles, Asturias,Spain,50.0,50.0
Kaufbeuren, Bavaria,Germany,100.0,50.0
Coburg, Bavaria,Germany,100.0,50.0
Ansbach, Bavaria,Germany,80.0,25.0
Bensheim, Hesse,Germany,87.5,50.0
Saarlouis, Saarland,Germany,100.0,50.0
Bernburg, Saxony-Anhalt,Germany,100.0,50.0
Backnang, Baden-Wurttemberg,Germany,100.0,0.0
Brno, ,Czech Republic,55.932203389830505,35.18518518518518
Tarragona, Catalonia,Spain,50.0,45.0
Castello de la Plana, Community of Valencia,Spain,87.5,25.0
Albacete, Castile-La Mancha,Spain,75.0,12.5
Shenzhen, Guangdong,People's Republic of China,44.87179487179488,67.01388888888889
Kendari, Southeast Sulawesi,Indonesia,100.0,0.0
Badalona, Catalonia,Spain,87.5,50.0
Vilanova i la Geltru, Catalonia,Spain,87.5,50.0
Kagoshima, Kagoshima Prefecture,Japan,50.0,50.0
Caceres, Extremadura,Spain,100.0,50.0
Badajoz, Extremadura,Spain,96.875,43.75
Jaen, Andalusia,Spain,75.0,37.5
Cadiz, Andalusia,Spain,77.77777777777779,25.0
Salamanca, Castile and Leon,Spain,96.42857142857144,25.0
Novorossiysk, Krasnodar Krai,Russia,33.333333333333336,90.0
Manado, North Sulawesi,Indonesia,50.0,58.333333333333336
Domzale, Municipality of Domzale,Slovenia,50.0,0.0
Grosuplje, Municipality of Grosuplje,Slovenia,100.0,0.0
Idrija, Municipality of Idrija,Slovenia,75.0,25.0
Izola, Municipality of Izola,Slovenia,90.0,9.999999999999998
Murska Sobota, City Municipality of Murska Sobota,Slovenia,62.5,50.0
Ravne na Koroskem, Municipality of Ravne na Koroskem,Slovenia,75.0,50.0
Slovenska Bistrica, Municipality of Slovenska Bistrica,Slovenia,100.0,75.0
Slovenj Gradec, City Municipality of Slovenj Gradec,Slovenia,75.0,0.0
Skofja Loka, Municipality of Skofja Loka,Slovenia,100.0,0.0
Velenje, City Municipality of Velenje,Slovenia,75.0,50.0
Zagorje ob Savi, Zagorje ob Savi Municipality,Slovenia,62.5,50.0
Uelzen, Lower Saxony,Germany,100.0,50.0
Schwedt/Oder, Brandenburg,Germany,87.5,50.0
Esch-sur-Alzette, ,Luxembourg,75.0,50.0
Deggendorf, Bavaria,Germany,50.0,0.0
Maldonado, Maldonado Department,Uruguay,100.0,0.0
Nanaimo, British Columbia,Canada,89.77272727272727,29.166666666666664
Ceske Budejovice, ,Czech Republic,65.0,50.0
Busan, ,South Korea,44.73684210526316,48.333333333333336
San Diego, California,United States of America,74.38271604938271,52.36486486486487
San Jose, California,United States of America,62.2093023255814,41.25
Denver, Colorado,United States of America,53.17796610169492,36.83035714285714
Houston, Texas,United States of America,45.860927152317885,57.0945945945946
Phoenix, Arizona,United States of America,44.29347826086957,47.647058823529406
Dallas, Texas,United States of America,63.38028169014085,42.69230769230769
Fort Worth, Texas,United States of America,47.72727272727273,51.13636363636363
Austin, Texas,United States of America,68.57142857142857,43.5
El Paso, Texas,United States of America,63.74999999999999,44.642857142857146
Memphis, Tennessee,United States of America,66.30434782608697,48.68421052631579
Charlotte, North Carolina,United States of America,76.875,31.57894736842105
Columbus, Ohio,United States of America,87.5,62.5
Jacksonville, Florida,United States of America,75.6578947368421,66.21621621621621
Guangzhou, Guangdong,People's Republic of China,29.32692307692308,68.4782608695652
Nanjing, Jiangsu,People's Republic of China,26.923076923076923,75.0
Long Beach, California,United States of America,50.0,32.69230769230769
Maple Ridge, British Columbia,Canada,66.66666666666666,41.66666666666667
Laredo, Texas,United States of America,0.0,100.0
Los Angeles, Biobio Region,Chile,12.5,50.0
Urumqi, Xinjiang,People's Republic of China,16.666666666666668,62.5
Oakland, California,United States of America,72.14285714285714,33.333333333333336
Thessaloniki, ,Greece,39.523809523809526,47.5
Marikina, Metro Manila,Philippines,83.33333333333333,66.66666666666666
Muntinlupa, Metro Manila,Philippines,40.625,83.33333333333333
Pasay, Metro Manila,Philippines,25.0,100.0
Ballarat, Victoria,Australia,89.0625,23.33333333333333
Alice Springs, Northern Territory,Australia,65.625,28.125
Sacramento, California,United States of America,55.0925925925926,39.8936170212766
Biella, Piedmont,Italy,87.5,50.0
Honolulu, Hawaii,United States of America,74.58333333333333,41.51785714285714
Manchester, England,United Kingdom,52.0,37.77777777777778
Providence, Rhode Island,United States of America,76.47058823529412,59.61538461538461
Brooklyn, New York,United States of America,52.083333333333336,33.65384615384615
Tucson, Arizona,United States of America,84.2741935483871,39.6551724137931
Stockport, England,United Kingdom,75.0,0.0
Nha Trang, Khanh Hoa,Vietnam,51.92307692307693,57.692307692307686
Simferopol, Republic of Crimea,Russia,18.75,33.333333333333336
Gori, Shida Kartli,Georgia,75.0,50.0
Bucharest, ,Romania,23.50574712643678,55.0233644859813
Tirana, Tirana County,Albania,18.31683168316832,73.17708333333334
Welwyn Garden City, England,United Kingdom,100.0,0.0
Stevenage, England,United Kingdom,75.0,0.0
Neustrelitz, Mecklenburg-Western Pomerania,Germany,100.0,50.0
Suwon, Gyeonggi Province,South Korea,28.125,6.25
Daejeon, ,South Korea,33.92857142857143,42.5
Daegu, ,South Korea,27.94117647058824,50.0
Incheon, ,South Korea,27.083333333333336,33.333333333333336
Skovde, Vastra Gotaland County,Sweden,100.0,0.0
Aurora, Illinois,United States of America,75.0,25.0
Bath, England,United Kingdom,40.0,35.0
Bradford, England,United Kingdom,37.5,31.25
Landstuhl, Rhineland-Palatinate,Germany,100.0,0.0
Red Deer, Alberta,Canada,58.82352941176471,42.5
Swansea, Wales,United Kingdom,80.55555555555556,9.999999999999998
Bristol, England,United Kingdom,56.81818181818181,33.92857142857143
Nashville, Tennessee,United States of America,70.0,42.94871794871795
Salt Lake City, Utah,United States of America,23.134328358208958,41.66666666666667
Ulaanbaatar, ,Mongolia,6.8627450980392135,71.73913043478261
Edinburgh, Scotland,United Kingdom,75.81967213114754,12.5
Ashgabat, ,Turkmenistan,61.11111111111112,36.11111111111111
Marseille, ,France,29.444444444444446,52.4390243902439
Merida, Merida State,Venezuela,75.0,25.0
Atlanta, Georgia,United States of America,59.68750000000001,46.57534246575342
Podgorica, Podgorica Municipality,Montenegro,51.13636363636363,38.88888888888889
Wellington, Wellington Region,New Zealand,95.6896551724138,27.40384615384616
Las Vegas, Nevada,United States of America,51.72413793103448,49.69135802469136
Valletta, ,Malta,31.944444444444443,56.57894736842105
Vancouver, British Columbia,Canada,80.56930693069306,31.666666666666664
Liverpool, England,United Kingdom,71.66666666666667,20.0
Albany, New York,United States of America,87.5,31.25
Bremen, ,Germany,78.75,15.625
Cabuyao, ,Philippines,25.0,100.0
Harrisburg, Pennsylvania,United States of America,82.5,37.5
Da Lat, Lâm Đồng,Vietnam,62.5,54.16666666666666
Da Nang, ,Vietnam,50.0,51.19047619047619
Uppsala, Uppsala County,Sweden,88.54166666666667,7.8947368421052655
Gothenburg, Vastra Gotaland County,Sweden,82.25806451612902,20.535714285714285
Raciborz, Silesian Voivodeship,Poland,62.5,50.0
Trenton, New Jersey,United States of America,85.0,100.0
Newark, New Jersey,United States of America,50.0,62.5
Kosice, Kosice Region,Slovakia,52.38095238095239,35.29411764705882
Helsingborg, Skane County,Sweden,31.25,35.0
Vasteras, Vastmanland County,Sweden,80.76923076923077,16.666666666666668
Linkoping, Ostergotland County,Sweden,85.0,0.0
Funchal, Madeira,Portugal,84.09090909090908,31.944444444444443
Batumi, Adjara,Georgia,90.625,25.0
Umea, Vasterbotten County,Sweden,97.2222222222222,0.0
St. Gallen, Canton of St. Gallen,Switzerland,96.875,0.0
Orebro, Orebro County,Sweden,87.5,12.5
Zilina, Zilina region,Slovakia,55.00000000000001,31.25
Trondheim, Trondelag,Norway,91.0,9.210526315789474
Presov, Presov Region,Slovakia,58.333333333333336,25.0
Trnava, Trnava Region,Slovakia,60.71428571428571,0.0
Jieyang, Guangdong,People's Republic of China,12.5,50.0
Aley, Mount Lebanon Governorate,Lebanon,75.0,100.0
Jersey City, New Jersey,United States of America,58.333333333333336,60.0
Kalmar, Kalmar County,Sweden,100.0,50.0
Poprad, Presov Region,Slovakia,97.2222222222222,9.999999999999998
Nitra, Nitra Region,Slovakia,75.0,50.0
Keller, Texas,United States of America,66.66666666666666,25.0
Ciudad Juarez, Chihuahua,Mexico,56.25,43.75
Fukuoka, Fukuoka Prefecture,Japan,56.25,40.625
Nausori, Central Division,Fiji,0.0,100.0
Bergen, Vestland,Norway,80.3030303030303,17.59259259259259
Davenport, Iowa,United States of America,86.36363636363636,53.57142857142857
Ciudad Bolivar, Bolivar,Venezuela,100.0,50.0
Martin, Zilina region,Slovakia,55.00000000000001,0.0
Unaizah, Al-Qassim Province,Saudi Arabia,50.0,50.0
Najran, Najran Province,Saudi Arabia,75.0,25.0
Molndal, Vastra Gotaland County,Sweden,100.0,50.0
Ruzomberok, Zilina region,Slovakia,45.0,50.0
Jizan, Jazan Province,Saudi Arabia,25.0,100.0
Jayapura, Papua,Indonesia,100.0,12.5
Jackson, Mississippi,United States of America,85.41666666666667,28.57142857142857
Augusta, Maine,United States of America,50.0,100.0
Baton Rouge, Louisiana,United States of America,64.58333333333334,40.625
Lansing, Michigan,United States of America,92.85714285714286,41.66666666666667
Concord, New Hampshire,United States of America,91.66666666666669,15.000000000000002
Lincoln, Nebraska,United States of America,86.66666666666667,27.500000000000004
Annapolis, Maryland,United States of America,86.53846153846155,47.22222222222222
Olinda, Pernambuco,Brazil,50.0,75.0
Sao Luis, Maranhao,Brazil,50.0,100.0
Springfield, Illinois,United States of America,90.625,62.5
Hamadan, Hamadan Province,Iran,39.285714285714285,37.5
Kozhikode, Kerala,India,57.25806451612904,70.23809523809523
Saint Paul, Minnesota,United States of America,88.54166666666667,30.0
Lahti, ,Finland,90.90909090909092,14.285714285714285
Jixi, Heilongjiang,People's Republic of China,12.5,50.0
Zunyi, Guizhou,People's Republic of China,0.0,50.0
Jinzhou, Liaoning,People's Republic of China,0.0,75.0
Zigong, Sichuan,People's Republic of China,0.0,50.0
Akureyri, ,Iceland,85.0,75.0
Hastings, England,United Kingdom,100.0,0.0
Canterbury, England,United Kingdom,56.25,35.416666666666664
Montgomery, Alabama,United States of America,70.83333333333334,56.25
Boca Raton, Florida,United States of America,94.23076923076924,34.61538461538461
Juneau, Alaska,United States of America,100.0,25.0
Aswan, Aswan Governorate,Egypt,75.0,25.0
Asyut, Asyut Governorate,Egypt,50.0,25.0
